Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Power_W,Temp_Diff_K,Strain_Load,Type_encoded
302.1,310.8,1622,36.8,45,6250.680295190444,8.699999999999989,1655.9999999999998,0
298.1,307.4,1363,60.1,187,8578.254876308587,9.299999999999956,11238.7,1
303.6,312.4,1460,53.7,214,8210.238240891566,8.799999999999955,11491.8,2
297.0,307.8,1609,35.6,193,5998.389461156159,10.800000000000011,6870.8,0
301.7,311.1,1399,55.1,156,8072.311851423462,9.400000000000034,8595.6,0
301.1,311.1,1470,40.6,159,6249.884425051535,10.0,6455.400000000001,1
299.1,310.4,1452,39.7,151,6036.507452019717,11.299999999999956,5994.700000000001,0
301.6,310.8,1726,26.7,150,4825.926138885425,9.199999999999989,4005.0,0
297.5,308.9,1427,50.4,17,7531.528564010027,11.399999999999975,856.8,0
300.9,311.3,1953,19.4,107,3967.643025924693,10.400000000000034,2075.8,0
297.9,307.5,1561,37.7,16,6162.726172865442,9.600000000000025,603.2,0
302.6,312.1,1502,47.3,171,7439.77311457418,9.5,8088.299999999999,0
300.5,312.0,1375,43.2,108,6220.353454107791,11.5,4665.6,2
299.8,310.6,1574,31.8,113,5241.558846955354,10.800000000000011,3593.4,1
297.6,309.0,1491,43.2,7,6745.125090963429,11.399999999999975,302.40000000000003,0
300.8,309.7,1680,28.2,189,4961.203118549001,8.899999999999977,5329.8,1
298.5,309.5,1385,46.3,203,6715.206656925742,11.0,9398.9,0
296.9,308.0,1658,41.0,74,7118.639513524233,11.100000000000025,3034.0,0
300.2,309.8,1743,24.1,18,4398.889449482965,9.600000000000025,433.8,1
297.9,307.4,1610,34.6,219,5833.518678695767,9.5,7577.400000000001,1
299.9,309.6,1254,61.3,124,8049.82851999927,9.700000000000044,7601.2,0
298.1,308.2,1390,47.5,33,6914.1218317755365,10.099999999999966,1567.5,0
296.6,307.4,1406,41.5,189,6110.292991477028,10.799999999999956,7843.5,2
302.7,311.8,1461,46.1,10,7053.095418794836,9.100000000000025,461.0,0
297.9,308.5,1683,28.5,63,5022.93541419204,10.600000000000025,1795.5,0
300.0,309.9,1530,34.5,71,5527.632273991241,9.899999999999975,2449.5,1
298.4,309.7,1581,34.6,150,5728.4428764087015,11.300000000000011,5190.0,0
299.1,308.3,1524,34.1,128,5442.118121960526,9.199999999999989,4364.8,0
295.6,306.1,1389,46.2,113,6720.055181587783,10.5,5220.6,0
296.3,307.3,1566,35.8,175,5870.882687322462,11.0,6264.999999999999,0
302.2,311.4,1477,41.7,15,6449.783965599452,9.199999999999989,625.5,0
300.2,309.4,1459,43.9,39,6707.310787389721,9.199999999999989,1712.1,1
301.9,310.9,2305,16.1,42,3886.2024723681343,9.0,676.2,1
298.8,309.5,1368,44.7,147,6403.571137665147,10.699999999999989,6570.900000000001,0
298.7,308.6,1499,43.5,84,6828.408712210094,9.900000000000034,3654.0,2
299.6,310.8,1400,40.8,118,5981.592412434966,11.199999999999989,4814.4,0
297.2,308.5,1588,40.4,190,6718.316833652797,11.300000000000011,7676.0,0
299.8,309.6,1447,43.1,12,6530.920831866166,9.800000000000011,517.2,0
300.3,309.6,1488,41.3,172,6435.489719025618,9.300000000000011,7103.599999999999,1
297.8,307.3,1516,40.1,166,6366.081465332309,9.5,6656.6,2
298.3,308.9,1708,28.0,42,5008.117568842609,10.599999999999966,1176.0,0
299.5,308.8,1886,20.9,117,4127.780475453676,9.300000000000011,2445.3,1
299.2,309.0,1881,23.9,137,4707.770839183912,9.800000000000011,3274.3,1
300.7,310.7,1314,42.4,198,5834.314548834677,10.0,8395.199999999999,0
302.0,310.7,2157,17.8,17,4020.673109917289,8.699999999999989,302.6,1
298.8,309.1,1418,46.3,133,6875.207970773071,10.300000000000011,6157.9,0
297.5,309.3,1675,29.8,72,5227.086576797818,11.800000000000011,2145.6,0
298.8,310.2,1595,33.1,34,5528.627111664878,11.399999999999975,1125.4,1
300.8,309.4,1946,20.5,111,4177.585190988587,8.599999999999966,2275.5,0
298.8,309.2,1372,48.5,120,6968.261945172401,10.399999999999975,5820.0,2
299.0,310.4,1565,36.1,127,5916.299645117858,11.399999999999975,4584.7,0
298.2,308.4,1385,42.2,98,6120.555527478756,10.199999999999989,4135.6,2
297.3,308.8,1447,57.4,134,8697.792476777677,11.5,7691.599999999999,1
299.8,311.3,1785,25.4,139,4747.888977370254,11.5,3530.6,2
298.5,309.0,1450,40.5,199,6149.66761940202,10.5,8059.5,0
298.9,310.6,1585,38.1,7,6323.868932043574,11.700000000000044,266.7,0
298.2,308.9,1512,38.5,28,6095.946385025634,10.699999999999989,1078.0,1
300.1,309.7,1410,48.3,118,7131.729482914189,9.599999999999966,5699.4,0
297.2,308.5,1524,41.4,192,6607.146341617766,11.300000000000011,7948.799999999999,2
299.4,310.9,1446,47.3,12,7162.391427213226,11.5,567.5999999999999,1
302.2,311.4,1642,32.1,42,5519.589796798051,9.199999999999989,1348.2,1
298.2,308.2,1667,30.6,59,5341.775652604868,10.0,1805.4,0
299.9,310.0,1402,44.7,204,6562.724221496007,10.100000000000025,9118.8,0
296.7,307.6,1474,41.7,148,6436.683524233985,10.900000000000034,6171.6,0
300.9,309.5,1612,35.2,124,5942.050232901782,8.600000000000023,4364.8,0
300.6,311.6,1669,29.2,200,5103.496321805595,11.0,5840.0,1
300.1,309.7,1485,45.9,100,7137.85558858869,9.599999999999966,4590.0,0
302.3,311.7,1341,46.3,194,6501.871571795971,9.399999999999975,8982.199999999999,1
303.8,312.7,1838,27.8,181,5350.802495496184,8.899999999999977,5031.8,0
297.5,309.3,1479,39.4,22,6102.292402185886,11.800000000000011,866.8,0
301.2,310.7,1644,31.6,166,5440.2331663683735,9.5,5245.6,0
303.0,311.2,1374,48.2,65,6935.254278358684,8.199999999999989,3133.0,0
301.7,311.1,1469,37.2,128,5722.599514073024,9.400000000000034,4761.6,0
301.0,310.5,1378,44.4,83,6407.089721437167,9.5,3685.2,0
300.4,311.3,1350,56.5,31,7987.49932175205,10.900000000000034,1751.5,1
302.0,310.3,1648,29.6,157,5108.313430541099,8.300000000000011,4647.2,0
302.6,310.4,1415,52.1,12,7720.097427053998,7.799999999999954,625.2,0
299.3,308.5,1422,43.1,186,6418.085295724732,9.199999999999989,8016.6,1
297.4,308.7,1349,48.9,120,6907.953838198988,11.300000000000011,5868.0,2
301.0,312.0,1518,39.3,196,6247.308319075591,11.0,7702.799999999999,0
298.8,310.3,1366,59.0,94,8439.78394411386,11.5,5546.0,1
297.5,308.5,1459,39.7,69,6065.609071967469,11.0,2739.3,0
296.9,307.5,1354,44.4,16,6295.500350381658,10.600000000000025,710.4,0
297.4,308.8,1628,37.4,144,6376.092673921749,11.400000000000034,5385.599999999999,1
296.9,308.0,1416,46.9,105,6954.480825398654,11.100000000000025,4924.5,2
302.8,312.4,1651,27.0,200,4668.092523969073,9.599999999999966,5400.0,0
299.1,308.6,1611,31.4,161,5297.2907006300375,9.5,5055.4,0
298.0,307.6,1548,45.8,111,7424.4630863756865,9.600000000000025,5083.799999999999,0
298.6,309.5,1325,52.2,127,7242.941862851268,10.899999999999975,6629.400000000001,0
303.2,311.4,1238,54.6,226,7078.5109033623785,8.199999999999989,12339.6,0
299.0,308.9,1511,35.9,16,5680.512644490432,9.899999999999975,574.4,0
304.1,313.4,1696,29.6,65,5257.099258615112,9.299999999999956,1924.0,2
301.3,311.2,1457,44.5,14,6789.662402815821,9.899999999999975,623.0,0
297.5,308.9,1427,44.7,135,6679.748547842227,11.399999999999975,6034.5,0
300.9,312.0,1375,56.1,182,8077.820110542755,11.100000000000025,10210.2,1
297.1,308.5,1578,35.6,46,5882.820739406104,11.399999999999975,1637.6,0
301.4,310.4,1496,35.2,153,5514.458528797189,9.0,5385.6,0
300.5,310.5,1403,47.7,24,7008.170643848503,10.0,1144.8000000000002,2
300.3,309.2,1412,44.8,200,6624.32038145739,8.899999999999977,8960.0,0
304.1,313.2,1468,39.4,148,6056.906860317026,9.099999999999966,5831.2,0
298.2,308.3,1476,43.5,129,6723.636597212875,10.100000000000025,5611.5,1
298.6,309.6,1423,42.7,82,6362.992232556279,11.0,3501.4,0
296.0,306.7,1416,44.2,46,6554.116257625171,10.699999999999989,2033.2,0
300.5,311.6,1661,30.0,158,5218.185397612647,11.100000000000025,4740.0,0
299.0,308.1,1242,60.9,117,7920.771893789802,9.100000000000025,7125.3,0
301.5,310.9,1891,23.2,122,4594.181320805617,9.399999999999975,2830.4,0
300.6,309.3,1510,46.0,87,7273.834190611567,8.699999999999989,4002.0,1
297.5,308.7,1443,46.2,110,6981.310026660311,11.199999999999989,5082.0,0
300.3,311.6,1595,38.8,154,6480.686765335265,11.300000000000011,5975.2,0
300.7,312.2,1590,38.5,148,6410.419809649972,11.5,5698.0,0
302.2,311.5,1482,45.6,87,7076.877275182513,9.300000000000011,3967.2,0
300.8,310.3,1777,30.1,38,5601.218845913826,9.5,1143.8,2
298.4,308.0,1508,47.9,25,7564.243015509407,9.600000000000025,1197.5,0
302.1,311.0,1711,28.7,83,5142.336878979477,8.899999999999977,2382.1,1
297.2,308.5,2182,16.5,127,3770.2253435731104,11.300000000000011,2095.5,0
298.7,308.5,1660,27.0,50,4693.539424463151,9.800000000000011,1350.0,1
297.5,308.8,1824,24.0,179,4584.212000118226,11.300000000000011,4296.0,2
300.9,312.0,1533,44.0,162,7063.5569223312905,11.100000000000025,7128.0,0
297.3,308.4,1370,50.5,71,7245.03625795366,11.099999999999966,3585.5,1
303.6,311.8,1627,30.8,104,5247.674480654343,8.199999999999989,3203.2000000000003,1
298.1,307.8,1540,37.8,203,6095.946385025634,9.699999999999989,7673.4,0
298.3,308.5,1606,33.6,67,5650.845537865033,10.199999999999989,2251.2000000000003,0
298.4,309.3,1545,36.9,3,5970.125599249363,10.900000000000034,110.7,0
300.1,311.4,1617,39.3,47,6654.741470319651,11.299999999999956,1847.1,1
300.0,309.8,1372,39.6,105,5689.54995935726,9.800000000000011,4158.0,0
295.7,306.3,1685,34.9,84,6158.202279444272,10.600000000000025,2931.6,1
300.6,311.9,1425,44.9,224,6700.231731943631,11.299999999999956,10057.6,0
297.8,309.0,1576,45.0,17,7426.725033086271,11.199999999999989,765.0,1
302.4,310.1,1358,54.6,61,7764.634738906389,7.700000000000045,3330.6,1
299.4,308.8,1627,32.6,124,5554.356755497778,9.400000000000034,4042.4,0
301.8,310.7,1441,49.3,58,7439.427539382286,8.899999999999977,2859.4,0
300.4,309.3,1671,35.0,209,6124.534878173302,8.900000000000034,7315.0,0
302.0,309.8,1480,40.0,199,6199.409503083859,7.800000000000011,7960.0,0
300.5,309.8,1421,49.6,211,7380.815892441812,9.300000000000011,10465.6,0
300.2,311.6,1465,41.4,78,6351.3578677624855,11.400000000000034,3229.2,1
302.6,311.5,1885,27.5,147,5428.410306015363,8.899999999999977,4042.5,0
299.2,308.4,1386,54.1,26,7852.1595102354,9.199999999999989,1406.6,0
300.2,311.8,1464,44.5,179,6822.282606535594,11.600000000000025,7965.5,0
301.8,310.6,1552,35.9,97,5834.649652051059,8.800000000000011,3482.3,1
297.7,308.8,2089,19.1,111,4178.307757298913,11.100000000000025,2120.1000000000004,1
302.1,311.3,1415,44.1,43,6534.669799099449,9.199999999999989,1896.3,0
298.8,309.9,1495,35.2,60,5510.772393416976,11.099999999999966,2112.0,1
298.9,310.1,1441,41.2,189,6217.128085650106,11.200000000000044,7786.8,1
301.4,309.9,1460,47.2,22,7216.447764805996,8.5,1038.4,2
298.2,309.1,1457,49.0,77,7476.25747725787,10.900000000000034,3773.0,1
298.7,309.9,1411,45.1,51,6663.956808770181,11.199999999999989,2300.1,1
297.5,308.6,1208,62.3,28,7881.041218697402,11.100000000000025,1744.4,0
303.1,312.6,1567,32.9,132,5398.753671365475,9.5,4342.8,1
298.7,310.3,1481,41.5,83,6436.233229286969,11.600000000000025,3444.5,1
298.7,308.6,1297,55.3,148,7510.930188177989,9.900000000000034,8184.4,0
297.4,308.6,1434,44.4,193,6667.46492056669,11.200000000000044,8569.199999999999,1
303.0,311.2,1755,30.4,205,5587.008375144087,8.199999999999989,6232.0,0
299.3,310.6,1457,42.1,104,6423.478363113395,11.300000000000011,4378.400000000001,1
302.0,309.8,1701,27.2,4,4845.089854072323,7.800000000000011,108.8,0
300.4,309.8,1435,43.6,203,6551.896198816633,9.400000000000034,8850.800000000001,1
300.9,310.5,1565,35.9,81,5883.522361765404,9.600000000000025,2907.9,0
300.9,310.4,1561,32.7,67,5345.388484156498,9.5,2190.9,0
302.1,311.1,1605,37.6,171,6319.627781961228,9.0,6429.6,1
300.2,311.6,1467,40.7,23,6252.491946954015,11.400000000000034,936.1,1
300.3,311.3,1525,40.7,105,6499.693400889484,11.0,4273.5,0
297.5,308.6,1440,46.1,84,6951.716223863495,11.100000000000025,3872.4,2
302.6,312.3,1321,53.4,42,7387.078133797968,9.699999999999989,2242.8,0
298.1,307.7,1537,40.8,169,6566.933955651816,9.599999999999966,6895.2,0
299.3,308.8,1772,25.2,89,4676.197833015335,9.5,2242.8,0
303.1,311.3,1847,24.7,212,4777.409476338487,8.199999999999989,5236.4,1
296.9,308.1,1357,41.8,127,5939.9767817504135,11.200000000000044,5308.599999999999,1
297.4,308.7,1481,48.0,117,7444.317951946374,11.300000000000011,5616.0,1
297.5,309.4,1517,36.7,233,5830.157174556427,11.899999999999975,8551.1,0
295.4,305.8,1407,50.7,192,7470.173259485419,10.400000000000034,9734.4,0
302.6,312.3,1566,36.6,46,6002.075596536372,9.699999999999989,1683.6,1
302.5,311.9,1437,46.7,65,7027.522854594617,9.399999999999975,3035.5,0
297.7,308.4,1418,51.9,77,7706.766602227265,10.699999999999989,3996.3,2
300.1,309.2,1438,51.0,211,7679.937400965608,9.099999999999966,10761.0,1
301.5,310.4,1329,46.6,24,6485.441042217697,8.899999999999977,1118.4,0
297.5,308.2,1563,38.2,15,6252.460531027478,10.699999999999989,573.0,0
301.0,310.5,1932,21.7,79,4390.312901538664,9.5,1714.3,0
300.5,309.3,1470,40.8,219,6280.672033056714,8.800000000000011,8935.199999999999,0
301.6,310.8,1290,65.3,63,8821.27801201478,9.199999999999989,4113.9,1
302.5,311.6,1595,29.5,35,4927.326277767792,9.100000000000025,1032.5,0
298.1,307.9,1662,28.9,76,5029.878333956473,9.799999999999956,2196.4,1
299.8,309.4,1751,27.0,173,4950.835862792155,9.599999999999966,4671.0,1
299.9,309.4,1487,42.2,198,6571.31124141582,9.5,8355.6,1
298.6,309.6,1593,33.3,95,5555.058377857079,11.0,3163.4999999999995,2
300.0,311.2,1351,44.1,206,6239.108762249721,11.199999999999989,9084.6,0
300.8,310.9,1557,31.6,52,5152.337615593405,10.099999999999966,1643.2,1
300.4,310.5,1818,25.1,14,4778.550921669291,10.100000000000025,351.40000000000003,0
303.4,312.8,1590,36.3,113,6044.110106241403,9.400000000000034,4101.9,1
301.2,310.8,1461,40.6,47,6211.61982653081,9.600000000000025,1908.2,0
300.1,311.3,1523,34.1,135,5438.547178310947,11.199999999999989,4603.5,1
300.1,309.4,1434,47.3,127,7102.952494207306,9.299999999999956,6007.099999999999,0
296.7,307.8,1468,39.2,35,6026.161140213894,11.100000000000025,1372.0,0
298.3,307.9,1609,32.4,151,5459.208385996055,9.599999999999966,4892.4,1
298.2,308.7,1780,27.9,35,5200.592478752543,10.5,976.5,0
302.5,311.4,1409,53.1,126,7834.912166567193,8.899999999999977,6690.6,0
302.6,311.0,1537,35.5,91,5713.876358471557,8.399999999999977,3230.5,0
301.3,310.7,1391,52.5,61,7647.421917000955,9.399999999999975,3202.5,1
300.1,309.3,1443,50.3,196,7600.863513874753,9.199999999999989,9858.8,1
298.7,309.7,1601,35.7,176,5985.330907692738,11.0,6283.200000000001,0
297.5,309.4,1497,35.8,44,5612.203948225878,11.899999999999975,1575.1999999999998,0
298.3,309.0,1657,32.2,179,5587.364422311495,10.699999999999989,5763.8,0
299.4,309.0,1391,58.2,135,8477.713439418201,9.600000000000025,7857.0,0
299.9,309.4,1348,52.8,31,7453.365738788711,9.5,1636.8,0
298.3,308.2,1534,33.2,75,5333.25146453813,9.899999999999975,2490.0,2
300.5,309.3,1528,37.0,221,5920.436075445085,8.800000000000011,8177.0,0
297.6,307.2,1470,42.6,44,6557.760505103334,9.599999999999966,1874.4,1
299.9,311.3,1445,41.2,169,6234.385901293825,11.400000000000034,6962.8,1
299.2,310.5,1391,45.8,38,6671.465215212261,11.300000000000011,1740.4,0
301.6,310.2,1384,57.1,68,8275.625255988281,8.599999999999966,3882.8,0
299.8,310.8,1530,35.2,163,5639.787131724397,11.0,5737.6,1
297.9,307.4,1435,42.9,18,6446.705204798936,9.5,772.1999999999999,1
297.5,308.5,1712,26.8,136,4804.709916498182,11.0,3644.8,0
302.2,311.4,1987,19.9,200,4140.755253113002,9.199999999999989,3980.0,0
298.6,309.7,1675,28.4,115,4981.518751042216,11.099999999999966,3266.0,1
303.0,311.2,1383,44.6,198,6459.302991339831,8.199999999999989,8830.800000000001,0
297.7,309.0,1433,41.8,16,6272.650499814548,11.300000000000011,668.8,1
297.5,309.4,1357,50.1,137,7119.4458556386535,11.899999999999975,6863.7,0
299.6,309.0,1372,60.4,149,8678.000443060062,9.399999999999975,8999.6,0
297.5,308.6,1497,43.9,91,6882.004282880336,11.100000000000025,3994.9,0
300.7,310.8,1486,37.1,186,5773.262931599916,10.100000000000025,6900.6,0
301.7,310.9,1557,39.4,2,6424.117153619623,9.199999999999989,78.8,0
297.3,308.4,1417,47.8,31,7092.941285617867,11.099999999999966,1481.8,0
300.4,309.4,1487,38.9,185,6057.440931068136,9.0,7196.5,2
300.0,309.6,1364,45.9,16,6556.25254062961,9.600000000000025,734.4,0
300.4,310.3,1537,35.0,33,5633.399226662097,9.900000000000034,1155.0,1
298.4,307.9,1981,23.2,16,4812.8361694954665,9.5,371.2,0
302.6,310.4,1743,26.3,191,4800.447822464811,7.799999999999954,5023.3,0
302.3,310.8,1438,43.8,119,6595.710944358699,8.5,5212.2,2
302.9,311.2,1467,37.7,73,5791.620304672392,8.300000000000011,2752.1000000000004,1
299.9,309.4,1322,53.9,33,7461.889926855453,9.5,1778.7,0
304.2,313.2,1396,50.5,11,7382.533296425774,9.0,555.5,1
298.4,308.6,1304,45.0,158,6144.955230421635,10.200000000000044,7110.0,0
297.7,309.1,1479,42.1,58,6520.469800305224,11.400000000000034,2441.8,0
302.0,311.1,1769,26.0,10,4816.480416973631,9.100000000000025,260.0,1
299.1,310.2,1569,38.2,155,6276.462298900905,11.099999999999966,5921.0,0
300.2,309.5,1630,28.3,51,4830.617583914786,9.300000000000011,1443.3,1
302.6,311.4,1718,31.2,154,5613.1464260219545,8.799999999999955,4804.8,1
302.2,311.7,1584,36.2,63,6004.714534365387,9.5,2280.6000000000004,1
302.8,312.2,1433,50.0,216,7503.170454323622,9.399999999999975,10800.0,0
301.5,310.5,1534,39.3,119,6313.156101094833,9.0,4676.7,0
303.6,312.9,1480,41.4,135,6416.388835691792,9.299999999999956,5589.0,0
298.3,309.4,1668,27.1,136,4733.626146722957,11.099999999999966,3685.6,0
298.9,310.0,1791,27.6,166,5176.465047172974,11.100000000000025,4581.6,0
300.1,309.8,1532,39.8,115,6385.140460764086,9.699999999999989,4577.0,0
297.4,309.2,1584,42.8,186,7099.496742288358,11.800000000000011,7960.799999999999,0
300.6,309.5,1495,36.5,79,5714.295237492034,8.899999999999977,2883.5,2
298.8,308.6,1730,25.9,59,4692.178067646596,9.800000000000011,1528.1,0
298.7,308.5,1572,35.6,202,5860.452599712544,9.800000000000011,7191.200000000001,2
297.9,307.7,1517,39.5,69,6274.964806402693,9.800000000000011,2725.5,1
300.6,310.5,1644,33.8,148,5818.983576685158,9.899999999999975,5002.4,0
302.2,310.9,1452,42.3,56,6431.845471547455,8.699999999999989,2368.8,0
299.3,308.3,1651,28.0,6,4840.984839671632,9.0,168.0,0
298.1,307.6,1488,39.4,157,6139.426027351316,9.5,6185.8,0
297.3,308.1,1566,35.7,156,5854.483573670723,10.800000000000011,5569.200000000001,0
300.0,309.4,1499,35.7,46,5604.004391400009,9.399999999999975,1642.2,0
298.4,308.2,1618,33.0,61,5591.406604859114,9.800000000000011,2013.0,0
301.7,310.8,1559,44.5,135,7264.985371303957,9.100000000000025,6007.5,0
297.4,308.0,1356,51.9,184,7369.799374203223,10.600000000000025,9549.6,0
300.7,310.6,1288,47.2,216,6366.290904842548,9.900000000000034,10195.2,0
301.3,309.9,1501,39.5,27,6208.7819211670685,8.599999999999966,1066.5,1
303.4,311.9,1377,41.6,34,5998.682676470495,8.5,1414.4,0
301.8,311.1,1413,42.2,9,6244.292390128146,9.300000000000011,379.8,1
299.1,309.0,1405,53.8,18,7915.661569739963,9.899999999999975,968.4,0
302.1,311.0,1586,35.1,142,5829.602159854292,8.899999999999977,4984.2,0
300.7,311.7,1524,43.5,222,6942.291445902724,11.0,9657.0,0
299.3,310.4,1725,26.8,167,4841.194279181871,11.099999999999966,4475.6,0
299.6,309.4,1605,29.8,142,5008.641167618207,9.799999999999956,4231.6,1
299.2,310.6,1370,61.9,42,8880.549393412508,11.400000000000034,2599.8,0
302.6,310.2,2157,17.2,94,3885.1448028414247,7.599999999999966,1616.8,1
300.7,309.6,1473,48.1,87,7419.53078590955,8.900000000000034,4184.7,1
299.3,308.9,1258,69.4,119,9142.57916467292,9.599999999999966,8258.6,0
300.0,309.1,1489,40.3,7,6283.886929538888,9.100000000000025,282.1,0
297.4,308.5,1471,43.9,45,6762.477154386757,11.100000000000025,1975.5,0
298.7,309.8,1343,53.6,134,7538.230628337685,11.100000000000025,7182.400000000001,1
298.1,310.0,1534,33.7,47,5413.571516714908,11.899999999999975,1583.9,0
298.9,309.6,1365,50.9,183,7275.771506081281,10.700000000000044,9314.7,0
302.2,311.3,1389,46.9,106,6821.874199490628,9.100000000000025,4971.4,0
303.1,312.6,1895,23.5,129,4663.43249486625,9.5,3031.5,1
298.4,308.9,1402,44.8,201,6577.405931163782,10.5,9004.8,0
302.8,312.4,1368,49.5,10,7091.202937682881,9.599999999999966,495.0,0
297.3,308.8,1554,36.1,70,5874.715430359841,11.5,2527.0,0
298.6,308.2,1555,36.8,36,5992.48326696741,9.599999999999966,1324.8,2
301.6,311.3,1706,29.9,93,5341.691876800773,9.699999999999989,2780.7,0
300.7,311.1,1608,35.3,167,5944.144628004176,10.400000000000034,5895.099999999999,1
303.8,312.5,1372,45.7,180,6565.970533904717,8.699999999999989,8226.0,0
301.5,310.5,1774,25.5,121,4737.20756234805,9.0,3085.5,1
301.4,311.2,1355,50.6,37,7179.900570269234,9.800000000000011,1872.2,0
300.3,311.5,1400,43.8,0,6421.415383937536,11.199999999999989,0.0,1
297.9,308.1,1585,33.5,212,5560.357197466135,10.200000000000044,7102.0,0
301.9,310.9,1309,48.0,124,6579.751653678462,9.0,5952.0,0
297.4,308.4,1531,41.5,213,6653.526721160263,11.0,8839.5,0
296.6,307.6,1542,37.4,88,6039.272053554874,11.0,3291.2,0
298.1,308.3,1301,56.0,63,7629.4624789979325,10.199999999999989,3528.0,0
300.6,312.1,1293,52.3,49,7081.55824823636,11.5,2562.7,1
297.4,309.3,1332,53.2,115,7420.693175191379,11.900000000000034,6118.0,0
299.8,310.6,1707,32.5,124,5809.590214650924,10.800000000000011,4030.0,0
299.8,309.4,1412,47.8,130,7067.913264144268,9.599999999999966,6214.0,1
302.3,311.1,1630,35.6,183,6076.677950083617,8.800000000000011,6514.8,0
302.9,312.2,1745,25.5,98,4659.767303437061,9.300000000000011,2499.0,1
302.3,311.1,1295,57.1,146,7743.449932445682,8.800000000000011,8336.6,1
298.5,309.3,1692,26.7,118,4730.861545187798,10.800000000000011,3150.6,1
303.6,312.4,1363,53.1,7,7579.123692711913,8.799999999999955,371.7,0
300.6,309.5,1576,38.8,124,6403.48736186105,8.899999999999977,4811.2,0
298.2,308.7,1269,60.9,163,8092.962587133058,10.5,9926.7,1
298.2,307.8,1355,51.3,70,7279.22725800023,9.600000000000025,3591.0,0
301.7,310.8,1622,37.8,0,6420.535737994532,9.100000000000025,0.0,0
304.2,313.5,1684,29.8,156,5255.17241512091,9.300000000000011,4648.8,2
299.7,309.3,1592,34.2,8,5701.613675147045,9.600000000000025,273.6,0
299.7,309.2,1422,40.4,140,6016.02426791831,9.5,5656.0,0
299.3,308.7,1408,48.7,85,7180.591720653023,9.399999999999975,4139.5,0
297.3,308.3,1935,19.3,24,3910.8116148212544,11.0,463.2000000000001,2
298.1,309.6,1549,38.7,43,6277.56185632966,11.5,1664.1,1
298.5,309.6,1724,26.4,100,4766.173046614147,11.100000000000025,2640.0,0
297.3,308.7,1430,42.8,153,6409.267892343657,11.399999999999975,6548.4,2
300.8,312.5,1434,50.7,121,7613.524132268721,11.699999999999989,6134.700000000001,0
296.9,307.9,1979,20.4,68,4227.704065788856,11.0,1387.1999999999998,1
298.3,308.0,1451,47.1,196,7156.7679763633005,9.699999999999989,9231.6,0
299.5,310.0,1502,38.5,52,6055.629279304566,10.5,2002.0,0
299.1,310.4,1428,46.9,87,7013.417103579997,11.299999999999956,4080.3,0
299.7,311.0,1827,25.4,194,4859.604012131907,11.300000000000011,4927.599999999999,0
298.9,308.5,1459,43.1,147,6585.081889214053,9.600000000000025,6335.7,0
300.7,312.4,1457,47.2,74,7201.619447481051,11.699999999999989,3492.8,2
298.0,308.2,1469,45.5,214,6999.416072320499,10.199999999999989,9737.0,0
298.1,309.9,1634,30.0,53,5133.362395965722,11.799999999999956,1590.0,0
301.0,311.3,1349,47.0,71,6639.546633851788,10.300000000000011,3337.0,0
301.9,310.4,1376,54.9,126,7910.781629151386,8.5,6917.4,0
298.3,308.5,1362,53.8,164,7673.402888246141,10.199999999999989,8823.199999999999,0
297.4,309.0,1685,30.7,177,5417.10057246244,11.600000000000025,5433.9,1
302.3,311.3,1621,31.6,135,5364.122848347405,9.0,4266.0,0
298.7,309.2,1586,31.4,180,5215.085692861105,10.5,5652.0,0
298.3,308.6,1447,38.1,146,5773.2734035754265,10.300000000000011,5562.6,0
302.3,311.8,1363,54.0,119,7707.5834163171985,9.5,6426.0,1
299.8,309.4,1555,34.8,122,5666.804828545268,9.599999999999966,4245.599999999999,0
297.3,308.3,1538,38.5,47,6200.770859900414,11.0,1809.5,0
299.8,309.1,1355,56.7,7,8045.461706210782,9.300000000000011,396.9,1
301.5,310.7,1426,46.1,81,6884.130093909266,9.199999999999989,3734.1,0
301.8,310.0,1781,23.9,198,4457.490624447925,8.199999999999989,4732.2,1
300.6,310.3,1614,32.7,0,5526.87829175438,9.699999999999989,0.0,1
298.1,309.0,1661,38.2,82,6644.489406293437,10.899999999999975,3132.4,1
297.6,309.1,1503,38.9,157,6122.618506654612,11.5,6107.3,0
302.0,310.4,1568,39.2,112,6436.66258028296,8.399999999999977,4390.400000000001,0
298.9,310.1,1571,36.8,78,6054.142258781866,11.200000000000044,2870.4,0
299.0,308.8,1310,50.7,112,6955.171975782443,9.800000000000011,5678.400000000001,0
300.9,310.4,1615,30.9,200,5225.882299613941,9.5,6180.0,0
301.3,311.0,1582,35.6,202,5897.732832535143,9.699999999999989,7191.200000000001,0
302.3,310.9,1596,33.5,104,5598.946427227729,8.599999999999966,3484.0,0
300.0,311.3,1484,53.2,158,8267.499002990995,11.300000000000011,8405.6,0
300.2,311.6,1529,35.5,21,5684.135948017573,11.400000000000034,745.5,0
296.7,307.8,1400,47.5,3,6963.863715457374,11.100000000000025,142.5,0
302.5,310.3,1549,40.9,170,6634.425837826437,7.800000000000011,6953.0,0
297.5,308.6,1552,44.9,77,7297.375191562466,11.100000000000025,3457.3,0
300.0,309.3,1972,22.0,175,4543.161856111319,9.300000000000011,3850.0,0
297.0,308.1,1362,52.5,213,7487.986089831272,11.100000000000025,11182.5,0
